Time,Fixed-Point-Operation,Edge,Label,Old Bound,New Bound,Occurred Due To,Clause-1,Clause-2,Clause-3,Clause-4,Clause-5,Clause-6,Clause-7,Clause-8,Clause-9,Clause-10
0,0,"('Jake Peralta', 'Black hawk HH60M')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Black hawk HH60M')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Black hawk HH60M')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Black hawk HH60M')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH47')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Ambulance M997A3')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Truck M1165')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Jake Peralta', 'Chinook CH99')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Black hawk HH60M')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH47')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Ambulance M997A3')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Truck M1165')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Sharona Fleming', 'Chinook CH99')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Black hawk HH60M')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH47')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Ambulance M997A3')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Truck M1165')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Randy Disher', 'Chinook CH99')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",life_support_equipment_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",oxygen_generation_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Black hawk HH60M')",patient_litter_lift_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",option_assets,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",mission_type_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",mission_vehicle_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",litter_ambulatory_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",weather_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",day_night_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",iv_provision_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
0,0,"('Trudy Monk', 'Chinook CH47')",medical_monitoring_system_satisfied,"[0.0,1.0]","[0.0,0.0]",graph-attribute-fact,,,,,,,,,,
